Authors,Title,Year,Cited by,Link,Index Keywords
"Nardello M., Rossi M., Brunelli D.","An innovative cost-effective smart meter with embedded non intrusive load monitoring",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046251178&doi=10.1109%2fISGTEurope.2017.8260242&partnerID=40&md5=9176f53ff90c546ca4577243a9c3e238","Cost effectiveness; Costs; Electric measuring instruments; Electric power transmission networks; Electric utilities; Energy utilization; Smart meters; Smart power grids; Domestic energy; Load disaggregation; Load monitoring; Low costs; NILM; Nonintrusive load monitoring; Real time; Smart metering systems; Electric load management"
"Tan R., Phillips D.E., Moazzami M.-M., Xing G., Chen J.","Unsupervised Residential Power Usage Monitoring Using a Wireless Sensor Network",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027159809&doi=10.1145%2f3078240&partnerID=40&md5=22564b9f9ae303e87330625de4868982","Energy utilization; Equipment; Learning algorithms; Learning systems; Distributed sensor; Existing systems; Installation costs; Labor intensive; Non-professional users; Supervised trainings; Training process; Unsupervised machine learning; Wireless sensor networks"
"Simonov M., Chicco G., Zanetto G.","Event-Driven Energy Metering: Principles and Applications",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029831033&doi=10.1109%2fTIA.2017.2679680&partnerID=40&md5=bcddef77479c460dd2a7f7d31c0a58e3","Data handling; Data processing; Demand side management; Electric measuring instruments; Electric power measurement; Electric power transmission networks; Electric utilities; Energy utilization; Knowledge representation; Electricity meters; event; Event-based applications; Knowledge extraction; metering; Metering schemes; Real life datasets; Smart grid; Smart power grids"
"Mustafa M.A., Cleemput S., Aly A., Abidin A.","An MPC-based protocol for secure and privacy-preserving smart metering",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046266958&doi=10.1109%2fISGTEurope.2017.8260202&partnerID=40&md5=027aa78ac3e3e0fda0571d38dc6a9e20","Advanced metering infrastructures; Cryptography; Electric measuring instruments; Electric power transmission networks; Smart power grids; Accurate calculations; Electricity metering; Electricity transmission; Multi-party computation protocols; Performance estimation; Secure multi-party computation; Security; Smart grid; Data privacy"
"Engel D., Eibl G.","Wavelet-Based Multiresolution Smart Meter Privacy",2017,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027698614&doi=10.1109%2fTSG.2015.2504395&partnerID=40&md5=25d07b1646aef6e66f2be9ce7562a611","Access control; Data privacy; Degrees of freedom (mechanics); Signal processing; Smart meters; Conditional access; Lifting implementation; Low computational complexity; Multi resolutions; Multi-resolution approach; Nonintrusive load monitoring; Privacy enhancing technologies; Smart metering; Wavelet transforms"
"Wurm J., Jin Y., Liu Y., Hu S., Heffner K., Rahman F., Tehranipoor M.","Introduction to Cyber-Physical System Security: A Cross-Layer Perspective",2017,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029888335&doi=10.1109%2fTMSCS.2016.2569446&partnerID=40&md5=ce71a27867bb6539de0adc1822c36c50","Automation; Critical infrastructures; Cyber Physical System; Electric power transmission networks; Hardware; Hardware security; Public works; Catastrophic consequences; Cyber-physical system securities; Cyber-physical systems (CPS); Home automation systems; Security considerations; Security countermeasures; Security vulnerabilities; vulnerability; Embedded systems"
"Lan Z., Yin B., Wang T., Zuo G.","A non-intrusive load identification method based on convolution neural network",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049151074&doi=10.1109%2fEI2.2017.8245612&partnerID=40&md5=6e7af167c505c75218c3c559172be7f1","Convolution; Electric load management; Image processing; Convolution neural network; Electrical characteristic; Event detection; formatting; Load identification; Nonintrusive load monitoring; Self-learning capability; Tensorflow; Deep learning"
"Zhu Z., Wei Z., Yin B., Zhang S., Wang X.","A novel approach for event detection in non-intrusive load monitoring",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049131468&doi=10.1109%2fEI2.2017.8245715&partnerID=40&md5=d1443a28a26172f2ae4d73371d5b27b3","Energy management; Energy resources; Bootstrapping; Bootstrapping algorithm; Confidence levels; CUSUM; Detection performance; Event detection; Household electricity consumption; Nonintrusive load monitoring; Electric load management"
"Tian J., Wu Y., Liu S., Liu P.","Residential load disaggregation based on resident behavior learning and neural networks",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046737676&doi=10.1109%2fEI2.2017.8245665&partnerID=40&md5=310ba9f21e31045403636cb51f8b575a","Clustering algorithms; Energy conservation; Energy utilization; Frequency estimation; Learning algorithms; Learning systems; Neural networks; Probability density function; Behavior learning; Classification performance; cluster; Energy consumption prediction; K-Means clustering algorithm; Load disaggregation; Recognition accuracy; Sampling frequencies; Smart power grids"
"Gong F., Liu C., Jiang L., Li H., Lin J.Y., Yin B.","Load disaggregation in non-intrusive load monitoring based on random forest optimized by particle swarm optimization",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049140437&doi=10.1109%2fEI2.2017.8245609&partnerID=40&md5=bab7571962bb0ebaf84181f5871b9b4b","Decision trees; Electric load management; Energy utilization; Energy consumption optimization; Load disaggregation; NILM; Nonintrusive load monitoring; Power difference; PSO-RF; Real time monitors; Recognition accuracy; Particle swarm optimization (PSO)"
"Van Cutsem O., Lilis G., Kayal M.","Automatic multi-state load profile identification with application to energy disaggregation",2017,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044476772&doi=10.1109%2fETFA.2017.8247684&partnerID=40&md5=42b5f9691997138b09ebdef07eb10ae7","Computer programming; Factory automation; Hidden Markov models; Intelligent buildings; Iterative methods; Appliance signature; FHMM; K-means; Load disaggregation; Load profiles; Electric load management"
"Asghar M.R., Dán G., Miorandi D., Chlamtac I.","Smart meter data privacy: A survey",2017,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023741073&doi=10.1109%2fCOMST.2017.2720195&partnerID=40&md5=c7a3a68112747444df253ef07f8a2ca9","Data acquisition; Electric load management; Electric power measurement; Electric power transmission networks; Energy utilization; Information management; Instruments; Real time systems; Smart meters; Smart power grids; Surveys; Consumer information; Cyber security; Electricity consumers; Energy consumption datum; Real time data collections; Security; Smart grid; Value added service; Data privacy"
"Ahmad S., Ahmad A., Yaqub R.","Optimized energy consumption and demand side management in smart grid",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027534771&doi=10.4018%2f978-1-5225-2589-9.ch025&partnerID=40&md5=f67567754e7978ee9f3f06686777d7d1",
"Nait Meziane M., Ravier P., Lamarque G., Le Bunetel J.-C., Raingeaud Y.","High accuracy event detection for Non-Intrusive Load Monitoring",2017,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023765321&doi=10.1109%2fICASSP.2017.7952597&partnerID=40&md5=e41b9d559505167d13dc7b043509001d",
"De Baets L., Ruyssinck J., Develder C., Dhaene T., Deschrijver D.","On the Bayesian optimization and robustness of event detection methods in NILM",2017,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017304723&doi=10.1016%2fj.enbuild.2017.03.061&partnerID=40&md5=be29473c3f4cfce3e1b69099c4281910","Electric load management; Electric power utilization; Energy utilization; Housing; Learning systems; Robustness (control systems); Statistical tests; Cepstrum; Event detection; Machine learning techniques; NILM; Nonintrusive load monitoring; Residential energy consumption; State-of-the-art methods; Surrogate-based optimization; Optimization"
"Wu X., Han L., Wang Z., Qi B.","A nonintrusive fast residential load identification algorithm based on frequency-domain template filtering",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020296593&doi=10.1002%2ftee.22425&partnerID=40&md5=93e22606d8326e94aa532c232c2fb249","Electric load management; Electric power transmission networks; Energy efficiency; Fast Fourier transforms; Housing; Characteristic filters; Different operating conditions; Filtered frequencies; Frequency domains; Load identification; Non-intrusive monitoring; Nonintrusive load monitoring; Residential loads; Frequency domain analysis"
"Zhang G., Wang G.G., Farhangi H., Palizban A.","Data mining of smart meters for load category based disaggregation of residential power consumption",2017,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017470705&doi=10.1016%2fj.segan.2017.03.006&partnerID=40&md5=df4508ff0248424eba6942dff46c38f9",
"Tan O., Gomez-Vilardebo J., Gunduz D.","Privacy-Cost Trade-offs in Demand-Side Management with Storage",2017,20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017619845&doi=10.1109%2fTIFS.2017.2656469&partnerID=40&md5=c23c0d5ad4fd49a6a9d551355ed17f12","Convex optimization; Costs; Data privacy; Demand side management; Digital storage; Dynamic programming; Electric energy storage; Electric power utilization; Electric utilities; Energy management; Energy storage; Information theory; Optimization; Smart meters; Storage management; Computational costs; Convex optimization problems; Demand side energy managements; Electricity prices; Energy storage unit; Home energy managements; Time-of-use pricing; Water-filling algorithm; Economic and social effects"
"Yang C.C., Soh C.S., Yap V.V.","A non-intrusive appliance load monitoring for efficient energy consumption based on Naive Bayes classifier",2017,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015994503&doi=10.1016%2fj.suscom.2017.03.001&partnerID=40&md5=556a585ae1ced5c2564f804c33257c53","Classifiers; Data handling; Electric power utilization; Energy efficiency; Energy utilization; Equipment; Fluidized bed combustion; Hand held computers; Learning systems; Monitoring; Open source software; Open systems; Classification accuracy; Disaggregation; Naive bayes; Naive Bayes classifiers; Non-intrusive appliance load monitoring; Off-the-shelf components; Total power consumption; Training example; Electric load management"
"Aiad M., Lee P.H.","Non-intrusive monitoring of overlapping home appliances using smart meter measurements",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025680398&doi=10.1109%2fPECI.2017.7935717&partnerID=40&md5=ba592a50fc9f5a23572f8495927aa86c","Domestic appliances; Electric load management; Energy conservation; Energy utilization; Smart meters; Individual devices; Non-intrusive monitoring; Nonintrusive load monitoring; Public data; Smart grid; Smart power grids"
"Wang S., Yang D., Guo C., Du S.","Non-intrusive Load Disaggregation Based on Kernel Density Estimation",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019722202&doi=10.1088%2f1757-899X%2f199%2f1%2f012078&partnerID=40&md5=b29d2dbea0866744fdb5d301c9f3b795","Frequency estimation; Probability distributions; Statistics; Disaggregation; Electricity load; High frequency HF; Kernel Density Estimation; Load decompositions; Nonintrusive load monitoring; Reference modeling; Reference models; Electric load management"
"Vishwakarma S., Ram S.S.","Classification of multiple targets based on disaggregation of Micro-Doppler signatures",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021211192&doi=10.1109%2fAPMC.2016.7931360&partnerID=40&md5=48cbafcdb77a85fada2728c4a4c597ff","Classification methods; Dictionary learning; Disaggregation; Micro-Doppler; Multiple targets; Single channel source separations; Sparse coding; Source separation"
"Choudhury A.R.","Demand forecasting in DHC-network using machine learning models",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021413240&doi=10.1145%2f3077839.3084081&partnerID=40&md5=9f17145781885abc3228318ae6ebb389","Artificial intelligence; Behavioral research; Buildings; Cooling systems; Education; Energy utilization; Forecasting; Heating; Learning systems; Building model; Demand forecasting; Demand response; District heating and cooling systems; Machine learning models; Modeling and forecast; Northern sweden; Thermal demands; Smart power grids"
"Reddy R., Keesara N., Garg V., Pudi V.","Plug load identification using regression based nearest neighbor classifier",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021434690&doi=10.1145%2f3077839.3077853&partnerID=40&md5=ac919e94a54bd30c9c21f87e99b7e4d0","Classification (of information); Electric load management; Energy conservation; Energy utilization; Historic preservation; Monitoring; Building energy consumption; Changing operating conditions; k-NN classifier; Load identification; Load monitoring; Nearest Neighbor classifier; Plug loads; Smart power; Smart power grids"
"Kahl M., Haq A.U., Kriechbaumer T., Jacobsen H.-A.","A comprehensive feature study for appliance recognition on high frequency energy data",2017,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021414589&doi=10.1145%2f3077839.3077845&partnerID=40&md5=2e440e4ce76c59431017f221f46786b5","Electric load management; Energy utilization; Equipment; Appliance recognition; Feature Study; High frequency HF; Load information; NIALM; NILM; Smart power grids"
"Kong L., Yang D., Luo Y.","Non-Intrusive Load Monitoring and Identification Based on Maximum Likelihood Method",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020208315&doi=10.1109%2fICEI.2017.54&partnerID=40&md5=564382da295cfb6f579a8a180f493bf1","Electric load management; Integer programming; Probability; Probability density function; Signal detection; Event detection algorithm; Identification accuracy; Load identification; Load operations; Maximum likelihood classifications; Maximum likelihood methods; Maximum probability; Nonintrusive load monitoring; Maximum likelihood"
"Luo F., Ranzi G., Kong W., Dong Z.Y., Wang S., Zhao J.","Non-intrusive energy saving appliance recommender system for smart grid residential users",2017,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028544308&doi=10.1049%2fiet-gtd.2016.1615&partnerID=40&md5=2efa803a17c7a8a599a49cd3de70d780","Domestic appliances; Electric load management; Electric power transmission networks; Electric utilities; Energy conservation; Energy utilization; Equipment; Housing; Human computer interaction; Personal computers; Recommender systems; Smart meters; Inference rules; Non-intrusive appliance load monitoring; Particle Filtering; Personalised recommendations; Residential users; Service computing; Service recommendations; Similarity measurements; Smart power grids"
"Garcia F.D., Marafao F.P., Souza W.A.D., Silva L.C.P.D.","Power Metering: History and Future Trends",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019670715&doi=10.1109%2fGreenTech.2017.10&partnerID=40&md5=94fac8faebd963dfc5640a8151a7c034","Electric measuring instruments; Electric power system economics; Electric power transmission networks; Energy efficiency; Energy utilization; Optical parametric oscillators; Power management; Smart meters; Conventional power; Electronic energy meter; Energy meters; History and future; Power metering; Power meters; Smart grid; Social and environmental; Smart power grids"
"Shan G., Zhou H., Liu S., Liu P.","Residential electricity load decomposition method based on maximum a posteriori probability",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019769022&doi=10.1063%2f1.4982407&partnerID=40&md5=09b22debca821e9ae8322b763f6c97b6",
"Xiao R., Laput G., Zhang Y., Harrison C.","Deus EM machina: On-touch contextual functionality for smart IoT appliances",2017,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033582021&doi=10.1145%2f3025453.3025828&partnerID=40&md5=8b61380df9472816a04720ebee628285","Automation; Human engineering; Intelligent buildings; Smartphones; Context sensing; Object sensing; Recognition; Smart appliances; Smart homes; Internet of things"
"Dong Z., Chen Y., Luo F.","Innovative data-driven applications in future active distribution network; technologies, prospect and challenges",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065650489&doi=10.3969%2fj.issn.1000-7229.2017.05.001&partnerID=40&md5=122ec77191eb4c2150bae479af553c64",
"Rottondi C., Barbato A., Chen L., Verticale G.","Enabling privacy in a distributed game-theoretical scheduling system for domestic appliances",2017,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953331290&doi=10.1109%2fTSG.2015.2511038&partnerID=40&md5=9b920b7f9092044ccae7133a352e1f9e","Aggregates; Benchmarking; Electric utilities; Energy utilization; Game theory; Gaussian noise (electronic); Perturbation techniques; Scheduling; White noise; Additive White Gaussian noise; Consumption measurement; Decentralized approach; Demand side managements; Electrical appliances; Information entropy; Privacy preservation; Sensitive informations; Domestic appliances"
"Chang H.-H., Linh N.V.","Statistical feature extraction for fault locations in nonintrusive fault detection of low voltage distribution systems",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018902754&doi=10.3390%2fen10050611&partnerID=40&md5=a2b619b1b146f8b08e62a44df3c235e9","Artificial intelligence; Cryptography; Electric grounding; Electric surges; Extraction; Fault detection; Feature extraction; Location; Software testing; Wavelet transforms; Distribution systems; Electromagnetic transient program; Fault monitoring; Identification algorithms; Low Voltage distribution system; Non-intrusive monitoring; Single line to ground faults; Statistical feature extractions; Voltage distribution measurement"
"Haq A.U., Kriechbaumer T., Kahl M., Jacobsen H.-A.","CLEAR - A circuit level electric appliance radar for the electric cabinet",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019622086&doi=10.1109%2fICIT.2017.7915521&partnerID=40&md5=2430a296f6acddf35ebf86615996a45f","Aggregates; Cost effectiveness; Data acquisition; Electric appliances; Electric network parameters; Electric power systems; Equipment; Office buildings; Radar; Radar circuits; Shape memory effect; Switched mode power supplies; Switching; Timing circuits; Transients; Aggregate datum; Disaggregation; Event detection; Hardware design; High resolution; Nonintrusive load monitoring; Switching transient; Three phase system; Electric load management"
"Tang G., Ling Z., Li F., Tang D., Tang J.","Occupancy-aided energy disaggregation",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007566324&doi=10.1016%2fj.comnet.2016.11.019&partnerID=40&md5=47224f48ff0c957f6533b9ba3cdbb5ed","Computational complexity; Domestic appliances; Energy conservation; Computational overheads; Demand response programs; Disaggregation; NILM; Occupancy detections; Real world experiment; Time interval; Classification (of information)"
"Brown R., Ghavami N., Siddiqui H.-U.-R., Adjrad M., Ghavami M., Dudley S.","Occupancy based household energy disaggregation using ultra wideband radar and electrical signature profiles",2017,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013742972&doi=10.1016%2fj.enbuild.2017.02.004&partnerID=40&md5=9b27e13005ec54b2d1f1fc498a36ed1f","Automation; Behavioral research; Energy conservation; Energy efficiency; Energy utilization; Intelligent buildings; Internet of things; Radar; Software testing; Wireless sensor networks; NILM; Occupancy detections; Power signatures; Smart homes; Ultra wideband radars; Ultra-wideband (UWB)"
"Nation J.C., Aboulian A., Green D., Lindahl P., Donnal J., Leeb S.B., Bredariol G., Stevens K.","Nonintrusive monitoring for shipboard fault detection",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018260136&doi=10.1109%2fSAS.2017.7894029&partnerID=40&md5=e9542c5480dd11c623f708a9c1a43161","Automation; Pumps; Ships; Condition based maintenance; Fault detection and isolation; Machine diagnostics; Micro grid; Nonintrusive load monitoring; Fault detection"
"Ambati L.P.R., Irwin D.","AutoPlug: An automated metadata service for smart outlets",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018447029&doi=10.1109%2fIGCC.2016.7892604&partnerID=40&md5=d1282bfd213b0917cd1fd4bc0ffdca06","Energy utilization; Green computing; Learning systems; Metadata; Time series analysis; Electrical devices; Existing systems; Identification accuracy; Machine learning techniques; Management systems; Manual operations; Metadata services; User intervention; Information management"
"Kaman K.K., Faramarzi M., Ibrahim S., Yunus M.A.M.","Artificial neural network for non-intrusive electrical energy monitoring system",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019628637&doi=10.11591%2fijeecs.v6.i1.pp124-131&partnerID=40&md5=b61291a2f2be562f8d09d0f89b4a0cca",
"Giri S., Bergés M.","An error correction framework for sequences resulting from known state-transition models in Non-Intrusive Load Monitoring",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014091700&doi=10.1016%2fj.aei.2017.01.006&partnerID=40&md5=b5c276993f9e563b938090a48e078568","Data handling; Electric power measurement; Energy efficiency; Energy management; Equipment; Error correction; Errors; Feature extraction; Leakage currents; Data processing pipelines; Electricity-consumption; Energy estimation; Feature extraction and classification; NILM; Nonintrusive load monitoring; Smart metering technology; State transition models; Electric load management"
"Kumar P., Braeken A., Gurtov A., Iinatti J., Ha P.H.","Anonymous Secure Framework in Connected Smart Home Environments",2017,40,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011968738&doi=10.1109%2fTIFS.2016.2647225&partnerID=40&md5=7581ad09d24502ed46171628c938fbaf","Automation; Complex networks; Electron devices; Intelligent buildings; Internet of things; Network security; anonymity; Computation complexity; Efficient authentication; Electronic device; Key agreement; Security mechanism; Smart homes; Unlinkability; Home networks"
"Khalid K., Mohamed A., Mohamed R., Shareef H.","Nonintrusive load identification using extreme learning machine and TT-transform",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018166671&doi=10.1109%2fICAEES.2016.7888051&partnerID=40&md5=3aa3f0b0690c727b9ef5d852caf7a91f","Air conditioning; Electric load management; Extraction; Feature extraction; Feedforward neural networks; Knowledge acquisition; Learning systems; Network layers; Office buildings; Personal computers; Smart meters; Statistical tests; Systems engineering; Commercial building; Extreme learning machine; Feature extraction techniques; High-efficiency; Intelligent techniques; Load identification; Nonintrusive load monitoring; Single-hidden layer feedforward neural networks; Load testing"
"Elvitigala D.S., Peiris R., Wilhelm E., Foong S., Nanayakkara S.","GrabAmps: Grab a Wire to sense the current flow",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018284206&doi=10.1145%2f3041164.3041199&partnerID=40&md5=2446d05d04d370363a4adeb1037a5fa6","Regression analysis; Alternating current; Augmented glove; Current consumption; Current sensing; Intuitive interfaces; Maintenance process; Potential failures; Three-phase currents; Wire"
"Bhattacharjee P., Banerjee S., Gulati M., Majumdar A., Ram S.S.","Supervised analysis dictionary learning: Application in consumer electronics appliance classification",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037377484&doi=10.1145%2f3041823.3041825&partnerID=40&md5=f363934c04e3ab35acfcb456e9f23500","E-learning; Extraction; Feature extraction; Information theory; State estimation; Supervised learning; Conditional likelihood; Consumer electronics appliances; Dictionary learning; Electrical appliances; Feature extraction techniques; Informed decision; Learning techniques; Nonintrusive load monitoring; Electric load management"
"Borin V.P., Barriquello C.H., Campos A.","Vector Projection Classification for home appliances recognition: A load signature comparative analysis",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017027577&doi=10.1109%2fINDUSCON.2016.7874469&partnerID=40&md5=ef195864fe99fde91251db36d3126b06","Domestic appliances; Electric appliances; Parameter estimation; Pattern recognition; Time domain analysis; Vector spaces; Vectors; Comparative analysis; Current signatures; Identification rates; Non-intrusive method; Optimal parameter; Pattern recognition techniques; Stockwell transform; Time frequency domain; Frequency domain analysis"
"Karthikeyan R., Parvathy A.K.","Peak Load reduction in micro Smart Grid using Non-Intrusive Load monitoring and Hierarchical Load scheduling",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017265113&doi=10.1109%2fSMARTSENS.2015.7873609&partnerID=40&md5=3b01cb89d2e0bb5a1100f74f0d21c2ca","Cyber Physical System; Domestic appliances; Electric load management; Electric power transmission networks; Embedded systems; Energy efficiency; Energy resources; Energy utilization; Photoelectrochemical cells; Photovoltaic cells; Renewable energy resources; Scheduling; Scheduling algorithms; Smart sensors; Wind power; Load scheduling; Non-intrusive; Nonintrusive load monitoring; Peak load reductions; Renewable resource; Smart grid; Specific power consumption; Utilization rates; Smart power grids"
"Villanueva M.L.G., Dumlao S.M.G., Reyes R.S.J.","Appliance recognition system for ILM using AGILASx - Dataset of common appliances in the Philippines",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017240683&doi=10.1109%2fCIOT.2016.7872910&partnerID=40&md5=12f582655935f858de028ac4921042ac","Domestic appliances; Internet of things; Learning systems; Nearest neighbor search; Power management; Sustainable development; Appliance recognition; Electric characteristics; Electric consumption; Energy informatics; K-nearest neighbors; Machine learning approaches; Recognition algorithm; Signature database; Equipment"
"Wu X., Wang Z.","A non-intrusive decomposition algorithm for resident power load based on negative entropy estimation",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018581121&doi=10.13335%2fj.1000-3673.pst.2016.1257&partnerID=40&md5=a6eabe09dcbb1503064dcdfcec040316","Blind source separation; Energy efficiency; Entropy; Decomposition algorithm; Evaluation function; Load decompositions; Load identification; Negative entropies; Non-intrusive monitoring; Nonintrusive load monitoring; Similarity coefficients; Electric load management"
"Juhana T., Irawan A.I.","Smart non intrusive power consumption monitoring system",2017,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016930124&doi=10.1109%2fTSSA.2016.7871102&partnerID=40&md5=5aeab982498f4d4c89a3c0abac67d0a9","Bluetooth; Electric power utilization; Energy conservation; Energy utilization; Hidden Markov models; Housing; Markov processes; Telecommunication services; Bluetooth low energies (BLE); Bluetooth low energies (BTLE); Electrical consumption; Electricity-consumption; Energy monitoring system; Hidden markov modeling algorithms; Non-intrusive sensors; Real time monitoring; Monitoring"
"Iwayemi A., Zhou C.","SARAA: Semi-Supervised Learning for Automated Residential Appliance Annotation",2017,15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027683049&doi=10.1109%2fTSG.2015.2498642&partnerID=40&md5=650a10e263052819f580b98a4289742a","Domestic appliances; Electric load management; Energy efficiency; Equipment; Smart meters; Time series; Annotation scheme; Detailed feedbacks; Disaggregation; Electricity usage; Labeled and unlabeled data; Nonintrusive load monitoring; Semi- supervised learning; Stopping criteria; Supervised learning"
"Sudiharto I., Anggriawan D.O., Tjahjono A.","Harmonic load identification based on fast fourier transform and levenberg marquardt backpropagation",2017,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015442370&partnerID=40&md5=a2983f849b31456ff625aa5b7d00cff7",
"Basu K., Debusschere V., Bacha S., Hably A., Van Delft D., Jan Dirven G.","A generic data driven approach for low sampling load disaggregation",2017,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010297713&doi=10.1016%2fj.segan.2016.12.006&partnerID=40&md5=b4f7843202e94ae2297bcf77de8585a8",
"Yu C.-N., Mirowski P., Ho T.K.","A Sparse Coding Approach to Household Electricity Demand Forecasting in Smart Grids",2017,41,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961321049&doi=10.1109%2fTSG.2015.2513900&partnerID=40&md5=ac337b94c2869383c517b900ee752fa4","Codes (symbols); Electric power measurement; Electric power plant loads; Electric power transmission networks; Electric power utilization; Forecasting; Regression analysis; Stochastic systems; Auto-regressive integrated moving average; Electricity demand forecasting; Electricity demands; Electricity-consumption; Forecasting methods; Forecasting problems; Load forecasting; Modeling and forecasting; Smart power grids"
"Henao N., Agbossou K., Kelouwani S., Dube Y., Fournier M.","Approach in Nonintrusive Type i Load Monitoring Using Subtractive Clustering",2017,33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027687276&doi=10.1109%2fTSG.2015.2462719&partnerID=40&md5=75d19caf4f74e34fef5df7dec52921cc","Electric power transmission networks; Energy management; Intelligent systems; Maximum likelihood; Monte Carlo methods; Pattern recognition; Unsupervised learning; Home automation; Load monitoring; Maximum likelihood classifiers; Reference energy; Substractive clustering; Subtractive clustering; Tuning parameter; Validation results; Electric load management"
"Sun Y., Cui C., Lu J., Hao J., Liu X.","Non-intrusive load monitoring method based on delta feature extraction and fuzzy clustering",2017,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018643863&doi=10.7500%2fAEPS20160504016&partnerID=40&md5=346d1e08b3042b88f1603096efa4fc3b","Equipment; Extraction; Feature extraction; Frequency domain analysis; Fuzzy clustering; Feature analysis; Frequency domains; Harmonic amplitude; Identification accuracy; Information entropy; Inter clusters; Nonintrusive load monitoring; Optimal cluster number; Electric load management"
"Cejka S.","Proposals for data protection and privacy in the case of smart meters and their implementation under Austrian law [Vorschläge für datenschutz und privatsphäre bei smart metern und deren umsetzung im österreichischen recht]",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041140671&partnerID=40&md5=3cfe1989fe90d3616b2d9d21fe846e77",
"Yang H., Cheng L., Chuah M.C.","Evaluation of utility-privacy trade-offs of data manipulation techniques for smart metering",2017,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016072050&doi=10.1109%2fCNS.2016.7860526&partnerID=40&md5=7965d3d4c706c61bd5856c2ce9323755","Commerce; Economic and social effects; Electric batteries; Electric measuring instruments; Energy utilization; Fault detection; Investments; Network security; Smart meters; Activity patterns; Anomaly detection; Data collection method; Data manipulations; Energy consumption datum; Privacy preserving; Sensitive informations; Specific information; Data privacy"
